;"LLUVIA POBL.
(mm)";"TEMPERATURA
  MEDIA (ºc)";"APORTACIONES A LA PRESA
(hm³)";"VOLUMEN EMBALSADO
(hm³)";"VOLUMEN PARA RIEGO
(m³)";"VOLUMEN PARA ABASTECIMIENTO
(m³)";"VOLUMEN VERTIDO
(m³)"
17/08/2010;5,3;27;0,074916964;134,7850603;90136,8;53474,4;0
18/08/2010;0;27;0,04623123;134,6801834;70779,6;48358,8;0
19/08/2010;0;28;0,016820707;134,5228681;90169,2;53071,2;0
20/08/2010;0;28;-0,042420937;134,3131143;88304,4;50259,6;0
21/08/2010;0;27,5;0,002274979;134,155799;77767,2;53078,4;0
22/08/2010;0;29,5;0,094259476;134,0509221;96040,8;55040,4;0
23/08/2010;0;32;0,00133368;133,8411683;95554,8;57618;0
24/08/2010;0;30;0,042028555;133,6838529;93834;57027,6;0
25/08/2010;0;30;-0,02643137;133,4740991;88444,8;56343,6;0
26/08/2010;0;32,5;0,039185996;133,3167838;96588;54648;0
27/08/2010;0;32,5;0,025516521;133,1594685;91051,2;57470,4;0
28/08/2010;0;29,5;-0,008797759;133,0021531;76316,4;57657,6;0
29/08/2010;0;28,5;0,022036304;132,8448378;93571,2;53604;0
30/08/2010;0;28;-0,001357078;132,6875224;82414,8;49690,8;0
31/08/2010;0;27;0,01300979;132,5302071;84549,6;52099,2;0
01/09/2010;0;26,5;0,002352801;132,3728917;84096;46065,6;0
02/09/2010;0;27;0,006881672;132,2155764;85190,4;52628,4;0
03/09/2010;0;27;0,006389676;132,058261;85201,2;51631,2;0
04/09/2010;0;27;0,040039712;131,9533841;64839,6;48571,2;0
05/09/2010;0;27,5;-0,036626176;131,7483454;82609,2;43498,8;0
06/09/2010;0;26;0,017554703;131,595745;82818;56408,4;0
07/09/2010;0;26,5;0,027115941;131,4431447;86644,8;46202,4;0
08/09/2010;0;27;-0,045597847;131,2396776;83998,8;49176;0
09/09/2010;0;26,5;-0,00533726;131,0870772;68716,8;45648;0
10/09/2010;0;27,5;0,002273043;130,9344769;82065,6;42505,2;0
11/09/2010;0;25,5;0,043056806;130,8327433;72241,2;45856,8;0
12/09/2010;0;25;0,012736489;130,680143;90853,2;49352,4;0
13/09/2010;0;25;0,002654843;130,5275427;78462;48096;0
14/09/2010;0;26;0,001759267;130,3749423;83455,2;46839,6;0
15/09/2010;2,9;20,5;0,02917259;130,2732088;66686,4;50914,8;0
16/09/2010;6,1;21,5;0,059320974;130,222342;55504,8;46497,6;0
17/09/2010;0;23,5;0,021879506;130,1206084;60631,2;44575,2;0
18/09/2010;0;24;0,05438004;130,0697417;33566,4;42033,6;0
19/09/2010;0,2;25,5;0,016722544;130,0188749;24534;22104;0
20/09/2010;0;25;0,03078194;129,9171413;71136;37886,4;0
21/09/2010;0;24,5;-0,009905023;129,764541;71294,4;48438;0
22/09/2010;1,9;22,5;0,057004305;129,7136742;53146,8;39420;0
23/09/2010;0;25;0,006571919;129,5610739;71852,4;39916,8;0
24/09/2010;0;23,5;0,003233672;129,4084735;78728,4;42984;0
25/09/2010;0;21,5;0,029227744;129,30674;66326,4;40712,4;0
26/09/2010;0;23;0,012089709;129,2050064;34819,2;46447,2;0
27/09/2010;0;23,5;-0,007920123;129,1032729;39585,6;28807,2;0
28/09/2010;0;24;0,01003995;128,9506725;90043,2;49230;0
29/09/2010;0;24;2,478020888;128,7980722;81543,6;42177,6;0
30/09/2010;0;23;0,047269317;128,6963386;89215,2;42033,6;0
01/10/2010;0;24,5;-0,00425316;128,5437383;82749,6;43297,2;0
02/10/2010;1,5;23;0,024870086;128,4420047;57466,8;51408;0
03/10/2010;0;20,5;-0,018039914;128,3911379;1044;2412;0
04/10/2010;0;22;0,023105818;128,2894044;244,8;518,8;0,1002888
05/10/2010;0;22;-0,02064355;128,2385376;6048;3430,8;0
06/10/2010;0;22;0,044934505;128,1368041;89318,33;43190,88;0
07/10/2010;0;22,5;0,083547932;128,0350705;120981,6;47116,8;0
08/10/2010;27,5;21;0,11882105;128,0350705;75812,4;37954,8;0
09/10/2010;0;18,5;0,003539714;127,9333369;46242;39837,6;0
10/10/2010;0;19;0,007459957;127,8316034;48668,4;41342,4;0
11/10/2010;0;21,5;0,056288201;127,7807366;48769,2;41227,2;0
12/10/2010;0;22;0,062373981;127,679003;72547,2;65332,8;0
13/10/2010;0;22;0,019793738;127,5264027;66096;82108,8;0
14/10/2010;0;20;0,026261644;127,3738024;77810,4;78393,6;0
15/10/2010;0;20,5;-0,028744419;127,1703353;71704,8;79380;0
16/10/2010;0;20;0,064719861;127,0686017;62283,6;77529,6;0
17/10/2010;0;19;0,012450964;126,9160014;74188,8;79311,6;0
18/10/2010;0;17;0,001407453;126,7647284;64720,8;75916,8;0
19/10/2010;0;18;0,018467789;126,6161104;68900,4;81640,8;0
20/10/2010;0;17,5;0,011177443;126,4674923;65556;81716,4;0
21/10/2010;0;18;0,015044016;126,3188743;67338;83311,2;0
22/10/2010;0;18,5;0,003935066;126,1702562;60184,8;80866,8;0
23/10/2010;0;18,5;0,051922083;126,0711775;56062,8;79444,8;0
24/10/2010;0;20,5;-0,019372539;125,8730201;68493,6;82335,6;0
25/10/2010;0;18;0,013700887;125,7244021;64998;81360;0
26/10/2010;0;17;0,017524155;125,575784;71730;84445,2;0
27/10/2010;0;16,5;0,003969664;125,4271659;59752,8;80884,8;0
28/10/2010;0;16;0,013398991;125,2785479;63741,6;80863,2;0
29/10/2010;10,3;17,5;0,046000198;125,1794692;57337,2;80283,6;0
30/10/2010;0;16,5;-0,012762227;125,0308511;37627,2;76370,4;0
31/10/2010;0;15,5;0,045980235;124,9317724;42199,2;80517,6;0
01/11/2010;0;18;-0,013979162;124,733615;68666,4;79203,6;0,013
02/11/2010;0;18,5;0,005472424;124,584997;62571,6;79131,6;0
03/11/2010;0;18;0,053602633;124,4859183;57715,2;82090,8;0
04/11/2010;0;17,5;0,006565824;124,3373002;63651,6;80647,2;0
05/11/2010;0;18;-0,043237273;124,1391428;60588;79506;0
06/11/2010;0;17,5;0,047285009;124,0400641;50392,8;79671,6;0
07/11/2010;0;16;-0,043557913;123,8419067;56757,6;82054,8;0
08/11/2010;1,3;16;0,083347508;123,7923673;46803,6;78192;0
09/11/2010;0;14,5;0,001180213;123,6437493;53269,2;78296,4;0
10/11/2010;0;17;0,001213706;123,4951312;52772,4;80319,6;0
11/11/2010;0;16,5;0,000780451;123,3465132;59853,6;80690,4;0
12/11/2010;0;16,5;0,052800042;123,2474345;57711,6;82368;0
13/11/2010;2,2;15,5;0,035662635;123,1483558;43290;80150,4;0
14/11/2010;0;12,5;-0,044503536;122,9997377;39146,4;49258,8;0
15/11/2010;0;13,5;0,033875607;122,9501983;43498,8;28137,6;0
16/11/2010;0;14,5;0,033324455;122,900659;39668,4;33382,8;0
17/11/2010;0;14,5;-0,051206215;122,7520409;47224,8;35971,2;0
18/11/2010;0;14;0,053668725;122,7025016;53560,8;42296,4;0
19/11/2010;0;14,5;-0,001331826;122,6034229;51192;37249,2;0
20/11/2010;0;13,5;-0,000963993;122,5043442;46090,8;37828,8;0
21/11/2010;0;13,5;0,013378519;122,4052655;59022;36313,2;0
22/11/2010;0,7;14,5;-0,013863442;122,3061868;44607,6;35229,6;0
23/11/2010;0,6;17;0,036749909;122,2566474;44672,4;35751,6;0
24/11/2010;0;16,5;0,040097851;122,2071081;46425,6;36370,8;0
25/11/2010;20,6;12,5;0,037948536;122,1575687;39445,2;37296;0
26/11/2010;46;11;0,372819939;122,4548048;19764;38692,8;0
27/11/2010;3,2;10;0,126482123;122,5043442;21146,4;40132,8;0
28/11/2010;17,3;9,5;0,203759571;122,6529622;20350,8;34300,8;0
29/11/2010;73,1;10;0,201577156;122,8015803;18500,4;30045,6;0
30/11/2010;2,8;10;0,102146938;122,8511196;15858;32335,2;0
01/12/2010;0;10;0,066825458;122,8511196;15346,8;34311,6;0
02/12/2010;0;8;-0,040780278;122,7520409;13046,4;36428,4;0
03/12/2010;0,1;10,5;0,106263307;122,8015803;17427,6;35373,6;0
04/12/2010;15;13,5;0,109034524;122,8511196;14018,4;36648;0
05/12/2010;1,8;15,5;0,100401195;122,900659;13510,8;33426;0
06/12/2010;28,7;18,5;0,453683949;123,2969738;15562,8;32954,4;0
07/12/2010;0;19;0,206221489;123,4455919;14792,4;37396,8;0
08/12/2010;0;19;0,109754725;123,4951312;13276,8;37584;0
09/12/2010;0;14;0,051687276;123,4951312;14313,6;34419,6;0
10/12/2010;0;13;0,104409219;123,5446706;17125,2;31834,8;0
11/12/2010;0;15,5;0,060321823;123,5446706;14752,8;33256,8;0
12/12/2010;0;15,5;0,058018445;123,5446706;14108,4;37015,2;0
13/12/2010;0;14;0,023991837;123,4951312;14356,8;33307,2;0,018482
14/12/2010;0;10,5;0,01880011;123,4455919;20102,4;37900,8;0
15/12/2010;0;9;0,062134836;123,4455919;19796,4;36432;0
16/12/2010;2,5;10,5;0,008941868;123,3960525;19191,6;35845,2;0
17/12/2010;92,2;12;1,992174399;125,3280872;24994,8;34149,6;0
18/12/2010;2,3;13,5;1,74421906;126,9668681;48060;35776,8;0
19/12/2010;36,7;13;1,530116343;128,4420047;13737,6;26046;0
20/12/2010;32;13;5,249132363;133,6314145;10494;39326,4;0
21/12/2010;23,7;11,5;3,570883669;137,1447905;9471,6;39009,6;0
22/12/2010;0,2;9;1,415612354;138,4880334;14900,4;38768,4;0
23/12/2010;0;8;0,654680665;139,0790602;14864,4;32180,4;0
24/12/2010;0;10,5;0,482074539;139,5088979;13590;33278,4;0
25/12/2010;0;11;0,433445949;139,8850059;16002;35420,4;0
26/12/2010;0;11;0,324538485;140,1536545;16275,6;35845,2;0
27/12/2010;0;10,5;0,32285022;140,4223031;16509,6;35535,6;0
28/12/2010;0;11,5;0,274147536;140,6372219;20833,2;35157,6;0
29/12/2010;16,4;10,5;0,372996505;140,9596002;12175,2;31417,2;0
30/12/2010;7,3;11,5;0,472634892;141,3894379;10947,6;29142;0
31/12/2010;0;13,5;0,319894156;141,6580865;11138,4;33058,8;0
01/01/2011;0;13;0,219749592;141,8192756;12114;34509,6;0
02/01/2011;0;12;0,217585943;141,9804648;14662,8;34675,2;0
03/01/2011;0;12;0,212486779;142,1416539;11088;34232,4;0
04/01/2011;0;13;0,156801394;142,2491133;9345,6;36190,8;0
05/01/2011;0;15,5;0,214205481;142,4103025;8913,6;36486;0
06/01/2011;3,4;10,5;0,151702708;142,5177619;8928;35859,6;0
07/01/2011;1,4;14,5;0,221712344;142,6834611;15609,6;34956;0
08/01/2011;0;12,5;0,161370159;142,7939273;9396;33332,4;0
09/01/2011;0;12,5;0,163256437;142,9043934;5018,4;33048;0
10/01/2011;0;14,5;0,060141174;142,628228;5335,2;24062,4;0,28458
11/01/2011;0;14,5;0,161756796;142,7386942;9608,4;33508,8;0
12/01/2011;0;14;0,107141486;142,7939273;10414,8;33318;0
13/01/2011;0;14,5;0,159317298;142,9043934;10666,8;31640,4;0
14/01/2011;0;14,5;0,111107976;142,9596265;17265,6;30427,2;0
15/01/2011;0;13;0,10684125;143,0148596;12621,6;33530,4;0
16/01/2011;0;12;0,104800054;143,0700926;9172,8;34390,8;0
17/01/2011;0;11;0,091806204;143,1253257;925,2;32918,4;0
18/01/2011;0;11;0,099302125;143,1805588;8377,2;32961,6;0
19/01/2011;0;12,5;0,103147808;143,2357918;6966;34394,4;0
20/01/2011;0;11;0,059822691;143,2357918;14029,2;34869,6;0
21/01/2011;0;8,5;0,106121106;143,2910249;13665,6;33944,4;0
22/01/2011;1,8;7,5;0,100554205;143,346258;9738;33397,2;0
23/01/2011;0,2;9;0,097667582;143,4014911;7956;32292;0
24/01/2011;0;9,5;0,044670109;143,4014911;7491,6;34992;0
25/01/2011;22,6;10;0,227583735;143,5671903;7254;42595,2;0
26/01/2011;1,2;11,5;0,212499128;143,7328895;4989,6;35240,4;0
27/01/2011;3,1;11,5;0,157666908;143,8433557;14842,8;31262,4;0
28/01/2011;0;9,5;0,172662731;143,9538218;13978,8;37256,4;0
29/01/2011;0;9,5;0,111941983;144,0090549;6415,2;37684,8;0
30/01/2011;0;8,5;0,102653446;144,0642879;460,8;31057,2;0
31/01/2011;0;9,5;0,111760091;143,6776564;90;37123,2;0,4464
01/02/2011;0;11,5;0,035035306;143,6776564;1155,6;20196;0
02/02/2011;0;11;0,03809052;143,6776564;8211,6;20574;0
03/02/2011;0;11,5;0,123682122;143,7328895;19940,4;37558,8;0
04/02/2011;0;12;0,072668541;143,7328895;22536;38635,2;0
05/02/2011;0;12;0,058363402;143,7328895;12931,2;38314,8;0
06/02/2011;0;11;0,046755156;143,7328895;2606,4;33746,4;0
07/02/2011;0;11,5;0,098651149;143,7881226;3553,2;32745,6;0
08/02/2011;0;11,5;0,160671097;143,8985887;7462,8;35071,2;0
09/02/2011;0;11;0,11545512;143,9538218;14018,4;36338,4;0
10/02/2011;0;11;0,119747448;144,0090549;20833,2;36554,4;0
11/02/2011;0;12;0,119589638;144,0642879;20613,6;35517,6;0
12/02/2011;2,2;11,5;0,108544703;144,119521;11282,4;33253,2;0
13/02/2011;0;10,5;0,106049349;144,1747541;7372,8;33019,2;0
14/02/2011;14,5;9;0,768416357;144,892784;12067,2;32814;0
15/02/2011;6,9;10;0,661141595;145,5003478;12841,2;33559,2;0
16/02/2011;0;11;0,448903372;145,8869794;6724,8;33422,4;0
17/02/2011;0;13,5;0,28833344;146,1079116;12938,4;33422,4;0
18/02/2011;1,5;15;0,275581166;146,3288439;10155,6;32853,6;0
19/02/2011;0;15,5;0,343251535;146,6050093;5086,8;34804,8;0
20/02/2011;0;14,5;0,178488847;146,7154754;4057,2;33980,4;0
21/02/2011;0;16;0,237901969;146,8811747;8823,6;33926,4;0
22/02/2011;0;16,5;0,177200567;146,9916408;16077,6;33976,8;0
23/02/2011;0;16;0,174114752;147,102107;12855,6;35773,2;0
24/02/2011;0;14,5;0,185463119;147,2125731;28378,8;36043,2;0
25/02/2011;0;16,5;0,194425649;147,3230393;24498;36630;0
26/02/2011;0;15,5;0,176475576;147,4335054;13687,2;35607,6;0
27/02/2011;0;12;0,081692552;147,4335054;14176,8;35200,8;0
28/02/2011;0;10,5;0,12415961;146,6602424;15519,6;34776;0,8388
01/03/2011;0;10,5;0,075026243;146,6602424;11894,4;34264,8;0
02/03/2011;1,1;10;0,106146668;146,7154754;8845,2;33739,2;0
03/03/2011;20,2;7,5;0,233630987;146,8811747;19029,6;32230,8;0
04/03/2011;0;11;0,108221638;146,9364077;14749,2;32680,8;0
05/03/2011;0;11,5;0,09919428;146,9916408;6170,4;32230,8;0
06/03/2011;0;11,5;0,099325101;147,0468739;4273,2;32032,8;0
07/03/2011;16,3;13,5;0,212817037;147,2125731;4953,6;32702,4;0
08/03/2011;5,4;11;0,253542155;147,4335054;237,6;30700,8;0
09/03/2011;13,2;11;0,483219016;147,87537;8456,4;30664,8;0
10/03/2011;34,9;11,5;2,359025729;150,1882516;13712,4;30740,4;0
11/03/2011;0,1;13;3,159103134;153,2960156;11545,2;28944;0
12/03/2011;0;14;0,495539314;153,7495813;9208,8;27615,6;0
13/03/2011;25;12;1,261008084;154,9682565;1724,4;31402,8;0
14/03/2011;0;12;0,579480585;155,4905458;4561,2;31867,2;0
15/03/2011;0;13;0,470779474;155,8967708;5317,2;33235,2;0
16/03/2011;0;16;0,359689726;156,1869316;4352,4;33354;0
17/03/2011;0;16;0,189835504;156,3029959;18892,8;34038;0
18/03/2011;0;16,5;0,305637475;156,5351245;18946,8;33120;0
19/03/2011;0;16;0,240110166;156,7092209;16048,8;32565,6;0
20/03/2011;0,5;14,5;0,182062736;156,8252852;15116,4;32893,2;0
21/03/2011;0,3;13;0,17338039;156,9413495;15314,4;33292,8;0
22/03/2011;0,2;14,5;0,227465971;157,1154459;11048,4;32443,2;0
23/03/2011;0,1;17,5;0,177603328;157,2315102;11268;32248,8;0
24/03/2011;0;17;0,189431128;157,3475745;23860,8;32637,6;0
25/03/2011;0;17;0,190719276;157,4636388;23734,8;34624,8;0
26/03/2011;0;17;0,263716773;157,6377353;20124;35132,4;0
27/03/2011;0;18,5;0,215932625;157,7537996;28551,6;35186,4;0
28/03/2011;0;18;0,203828501;157,8698639;23209,2;34819,2;0
29/03/2011;0;19;0,210342685;157,9859282;27050,4;35726,4;0
30/03/2011;0;19;0,145507764;158,0439603;27896,4;34488;0
31/03/2011;0;19;0,210959116;158,1600246;30391,2;35312,4;0
01/04/2011;0;20,5;0,203394929;158,2760889;33735,6;36655,2;0
02/04/2011;0;17,5;0,183529895;158,3921532;26524,8;35096,4;0
03/04/2011;0;18;0,188387422;158,5082175;19872;33739,2;0
04/04/2011;0;16;0,171023037;157,8118317;13356;35298;0,81176
05/04/2011;0;20;0,127361213;157,8698639;20948,4;34970,4;0
06/04/2011;0;18,5;0,14586173;157,927896;27795,6;34956;0
07/04/2011;0;18,5;0,166659649;157,9859282;43153,2;35722,8;0
08/04/2011;0;24;0,184873729;158,0439603;44215,2;37695,6;0
09/04/2011;0;23;0,122485898;158,0439603;33850,8;43120,8;0
10/04/2011;0;19,5;0,160633439;158,1019924;33282;45388,8;0
11/04/2011;0;18;0,097159032;158,1019924;27399,6;44661,6;0
12/04/2011;0;19;0,159624549;158,1600246;36838,8;40816,8;0
13/04/2011;0;20;0,106088469;158,1600246;36097,2;39632,4;0
14/04/2011;0,9;18;0,106415005;158,1600246;46933,2;40215,6;0
15/04/2011;0;18,5;0,105406196;158,1600246;36914,4;39884,4;0
16/04/2011;0;16,5;0,085314781;158,1600246;27770,4;38862;0
17/04/2011;2,4;16;0,075918342;158,1600246;30783,6;36961,2;0
18/04/2011;0;17;0,07318201;158,1600246;25524;33062,4;0
19/04/2011;1;16;0,068710371;158,1600246;30459,6;34164;0
20/04/2011;31,2;16;0,1863956;158,2760889;20336,4;35391,6;0
21/04/2011;13;15,5;0,164519415;158,3921532;9295,2;34484,4;0
22/04/2011;10,5;15,5;0,287194746;158,6242818;14644,8;34570,8;0
23/04/2011;4,4;14,5;0,397694654;158,9724747;8935,2;34120,8;0
24/04/2011;0;17,5;0,065018711;158,9724747;16394,4;35146,8;0
25/04/2011;0;17,5;0,13272772;159,0305068;15872,4;35964;0
26/04/2011;0;19;0,083333833;159,0305068;20124;35661,6;0
27/04/2011;0;19;0,080260767;159,0305068;19591,2;34293,6;0
28/04/2011;21,8;14,5;0,232701563;159,2046033;16390,8;34002;0
29/04/2011;3,9;14;0,283519499;159,4367319;11793,6;33138;0
30/04/2011;25,1;14,5;0,530013254;159,9105295;10562,4;33296,4;0
01/05/2011;17,5;16,5;2,004334254;161,870567;10382,4;32727,6;0
02/05/2011;0;19,5;0,790365015;161,9299621;13327,2;33436,8;0,648
03/05/2011;0;20;0,431373492;162,2863325;15778,8;34257,6;0
04/05/2011;0;20;0,376019238;162,5833079;17560,8;33508,8;0
05/05/2011;7,7;19;0,315199889;162,8208882;22417,2;37328,4;0
06/05/2011;4,5;17,5;0,429325487;163,1772586;13852,8;35830,8;0
07/05/2011;0;19,5;0,312708992;163,4148389;11944,8;34513,2;0
08/05/2011;0;19,5;0,196114866;163,5336291;20523,6;31104;0
09/05/2011;0;18;0,24191487;163,7118143;18442,8;32727,6;0
10/05/2011;0,1;18;0,248679738;163,8899995;23684,4;35438,4;0
11/05/2011;0;20,5;0,141596749;163,9493946;22100,4;36154,8;0
12/05/2011;0;20,5;0,205660913;164,0681848;26794,8;36716,4;0
13/05/2011;0;20,5;0,201719592;164,1869749;21960;36399,6;0
14/05/2011;1,1;19;0,136631772;164,24637;20106;37350;0
15/05/2011;0;19;0,192484659;164,3651601;22453,2;36248,4;0
16/05/2011;0;20;0,150674689;164,4245552;28771,2;37314;0
17/05/2011;10,9;16,5;0,537306505;164,8997158;21834;36104,4;0
18/05/2011;1,4;16,5;3,217975493;166,4130864;16311,6;34059,6;1,65
19/05/2011;2,7;18,5;2,039779182;166,5354383;19641,6;34027,2;1,845
20/05/2011;0;19,5;1,773653154;166,4742623;22053,6;35737,2;1,748
21/05/2011;0;21;1,520204758;166,3519105;18280,8;36205,2;1,553
22/05/2011;0;21,5;1,178970321;166,1683827;26265,6;37375,2;1,262
23/05/2011;0;23;1,210621015;166,1072068;31503,6;39049,2;1,165
24/05/2011;0;23,5;1,056642784;165,9848549;38124;40870,8;1,068
25/05/2011;0,1;22,5;0,896087677;165,923679;32137,2;39657,6;0,874
26/05/2011;0;24,5;0,81558285;165,862503;33073,2;40132,8;0,777
27/05/2011;0;24;0,730056255;165,8013271;37076,4;39956,4;0,678
28/05/2011;0;23,5;0,622410364;165,7401512;30502,8;40924,8;0,582
29/05/2011;0;23,5;0,543246626;165,6789752;40032;41400;0,485
30/05/2011;0;23,5;0,451748328;165,6177993;43120,8;41410,8;0,388
31/05/2011;0;22,5;0,499772599;165,6177993;42861,6;41781,6;0,388
01/06/2011;0;20,5;0,48077019;165,6177993;33958,8;41328;0,388
02/06/2011;0;20,5;0,346095079;165,5566234;44766;43779,6;0,291
03/06/2011;0;20,5;0,402197085;165,5566234;41835,6;42238,8;0,291
04/06/2011;0;20,5;0,239732879;165,4954474;34347,6;41227,2;0,194
05/06/2011;0,3;21,5;0,305349302;165,4954474;40284;42141,6;0,194
06/06/2011;0;21;0,106014817;165,3154813;30535,2;37350;0,191
07/06/2011;0;21,5;0,121467559;165,3154813;39736,8;41990,4;0
08/06/2011;0;22;0,128593705;165,3154813;46364,4;43693,2;0
09/06/2011;0;25;0,084451005;165,2560863;54234;41454;0
10/06/2011;0;24;0,071556447;165,1966912;50695,2;44146,8;0
11/06/2011;0;24;0,125358998;165,1966912;39952,8;47491,2;0
12/06/2011;0;26;0,0828431;165,1372961;43614;45676,8;0
13/06/2011;0;25,5;0,071861038;165,077901;44812,8;46141,2;0
14/06/2011;0;25;0,128634017;165,077901;45835,2;44902,8;0
15/06/2011;0;26,5;0,068384492;165,018506;42685,2;43599,6;0
16/06/2011;0;28;0,092706953;164,9591109;54820,8;43772,4;0
17/06/2011;0;28;-0,010583935;164,7809257;62546,4;49183,2;0
18/06/2011;0;28,5;0,089938803;164,7215306;49662;49820,4;0
19/06/2011;0;25,5;0,089611899;164,6621355;55875,6;57103,2;0
20/06/2011;0;26;0,020207189;164,5433454;50137,2;49849,2;0
21/06/2011;0;27;0,08675416;164,4839503;56505,6;47642,4;0
22/06/2011;0;27,5;0,085039083;164,4245552;52858,8;47185,2;0
23/06/2011;0;25,5;0,00931201;164,3057651;55177,2;47743,2;0
24/06/2011;0;23;0,043397781;164,24637;46443,6;46159,2;0
25/06/2011;0;26;0,065441733;164,1869749;44042,4;47235,6;0
26/06/2011;0;26,5;0,082790004;164,1275798;50900,4;48747,6;0
27/06/2011;0;28;0,031846725;164,0087897;56444,4;52275,6;0
28/06/2011;0;27,5;0,033184568;163,8899995;60332,4;53337,6;0
29/06/2011;0;27;0,020545337;163,7712094;58676,4;51346,8;0
30/06/2011;0;25,5;0,014216892;163,6524192;65160;51105,6;0
01/07/2011;0;28;0,100492301;163,5930242;65638,8;51210;0
02/07/2011;0;25,5;-0,00550763;163,4148389;65005,2;49136,4;0
03/07/2011;0;27,5;0,041949628;163,2960488;61045,2;52531,2;0
04/07/2011;0;28,5;0,044949827;163,1772586;61941,6;54658,8;0
05/07/2011;0;29,5;0,065004456;163,0584685;75157,2;53172;0
06/07/2011;0;31;0,036199913;162,8802833;85377,6;51534;0
07/07/2011;0;29,5;0,015084218;162,702098;85856,4;50245,2;0
08/07/2011;0;28;0,055645245;162,5833079;79542;53229,6;0
09/07/2011;0;29;-0,014922594;162,4051227;66009,6;52052,4;0
10/07/2011;0;28;0,052596482;162,2863325;80748;54972;0
11/07/2011;0;30;0,028806865;162,1081473;76046,4;57124,8;0,0215496
12/07/2011;0;27,5;0,032867256;161,9299621;88182;56394;0
13/07/2011;0;27;-0,013966964;161,7517769;71510,4;55936,4;0
14/07/2011;0;27,5;0,067634859;161,6329867;88621,2;53344,8;0
15/07/2011;0;27,5;-0,00035158;161,4548015;82396,8;52196,4;0
16/07/2011;0;30,5;0,013165429;161,2766163;74462,4;49413,6;0
17/07/2011;0;28;0,014383628;161,098431;80935,2;57222;0
18/07/2011;0;28;0,026281011;160,9202458;83437,2;54248,4;0
19/07/2011;0;26,5;-0,013651668;160,7420606;85676,4;49330,8;0
20/07/2011;0;27,5;0,062377241;160,6232704;79722;55998;0
21/07/2011;0;26,5;0,012548881;160,4450852;87987,6;64411,2;0
22/07/2011;0;27,5;0,008767247;160,2669;84643,2;57520,8;0
23/07/2011;0;28;-0,008835009;160,0887148;75002,4;45471,6;0
24/07/2011;0;26,5;0,057366715;159,9699246;83631,6;56034;0
25/07/2011;0;29;0,009753108;159,7917394;76608;61340,4;0
26/07/2011;0;29,5;0,002777915;159,6135542;85201,2;52862,4;0
27/07/2011;0;27;0,038106123;159,494764;74091,6;51674,4;0
28/07/2011;0;28;-0,049331475;159,2626354;85420,8;55717,2;0
29/07/2011;0;29;0,00693887;159,088539;79927,2;58309,2;0
30/07/2011;0;27,5;0,105242476;159,0305068;70866;57826,8;0
31/07/2011;0;27;0,005834962;158,8564104;84830,4;66988,8;0
01/08/2011;0;29;-0,044372913;158,6242818;77587,2;58683,6;0
02/08/2011;0;29,5;0,069250214;158,5082175;84243,6;53121,6;0
03/08/2011;0;28;0,006893235;158,334121;83566,8;58860;0
04/08/2011;0;28,5;0,013981215;158,1600246;85215,6;63162;0
05/08/2011;0;32;0,024947642;157,9859282;87519,6;59605,2;0
06/08/2011;0;32,5;0,070599349;157,8698639;76557,6;52383,6;0
07/08/2011;0;31,5;0,015274485;157,6957674;87930;60076,8;0
08/08/2011;0;28;0,003230527;157,521671;81356,4;61624,8;0
09/08/2011;0;27,5;0,00542755;157,3475745;85168,8;61200;0
10/08/2011;0;27;0,004849671;157,1734781;81277,2;62215,2;0
11/08/2011;0;28;-5,68381E-05;156,9993816;86385,6;61520,4;0
12/08/2011;0;27,5;0,009398947;156,8252852;81622,8;62413,2;0
13/08/2011;0;29;0,057759322;156,7092209;73677,6;59547,6;0
14/08/2011;0;29,5;0,011675238;156,5351245;82130,4;60177,6;0
15/08/2011;0;29,5;0,007808473;156,361028;81327,6;62938,8;0
16/08/2011;0;29,5;0,014559429;156,1869316;85795,2;62359,2;0
17/08/2011;0;29,5;0,006264598;156,0128351;81273,6;62665,2;0
18/08/2011;0;29;0,0030214;155,8387387;87951,6;63748,8;0
19/08/2011;0;29;0,003593994;155,6646422;82159,2;62053,2;0
20/08/2011;0;27,5;0,045413692;155,5485779;70506;58665,6;0
21/08/2011;0;27,5;0,017208017;155,3744815;89319,6;58752;0
22/08/2011;0;29,5;0,005297112;155,200385;77824,8;61250,4;0
23/08/2011;0;30;0,019044345;155,0262886;85694,4;61405,2;0
24/08/2011;0;31;0,029605825;154,8521922;84258;62514;0
25/08/2011;0;29;-0,031409848;154,6200636;89647,2;57074,4;0
26/08/2011;0;29;0,005027016;154,4459671;88768,8;58212;0
27/08/2011;0;27,5;0,042734124;154,3299028;73508,4;54885,6;0
28/08/2011;0;26,5;-0,008085744;154,1558064;84366;55850,4;0
29/08/2011;0;27;0,005349488;153,9817099;79729,2;57333,6;0
30/08/2011;0;27;0,00902321;153,8076135;82857,6;57340,8;0
31/08/2011;0;27;-0,010727683;153,6350444;83088;41583,6;0
01/09/2011;0;25,5;0,003122804;153,46553;81046,8;54446,4;0
02/09/2011;0;25,5;-0,001455207;153,2960156;77889,6;50767,2;0
03/09/2011;0;25;0,048648897;153,183006;73764;47368,8;0
04/09/2011;0;26;-0,00294478;153,0134916;80740,8;50464,8;0
05/09/2011;0;27;0,000219085;152,617958;78400,8;49143,6;0,2300544
06/09/2011;0;27;-0,001154573;152,4484436;84290,4;48218,4;0
